discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,BRONZE,GameTeam,Italy team #1,https://olympics.com/en/athletes/maurizio-margaglio,Maurizio MARGAGLIO,Italy,IT,ITA
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/elena-berezhnaya,Elena BEREZHNAYA,Russian Federation,RU,RUS
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/anton-sikharulidze,Anton SIKHARULIDZE,Russian Federation,RU,RUS
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Canada team #1,https://olympics.com/en/athletes/jamie-sale,Jamie SALE,Canada,CA,CAN
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Canada team #1,https://olympics.com/en/athletes/david-pelletier,David PELLETIER,Canada,CA,CAN
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/xue-shen,Xue SHEN,People's Republic of China,CN,CHN
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/hongbo-zhao,Hongbo ZHAO,People's Republic of China,CN,CHN
Bobsleigh,salt-lake-city-2002,two-woman women,Women,GOLD,GameTeam,United States team #2,https://olympics.com/en/athletes/jill-bakken,Jill BAKKEN,United States of America,US,USA
Bobsleigh,salt-lake-city-2002,two-woman women,Women,GOLD,GameTeam,United States team #2,https://olympics.com/en/athletes/vonetta-flowers,Vonetta FLOWERS,United States of America,US,USA
Bobsleigh,salt-lake-city-2002,two-woman women,Women,SILVER,GameTeam,Germany team #1,https://olympics.com/en/athletes/sandra-kiriasis,Sandra KIRIASIS,Germany,DE,GER
Bobsleigh,salt-lake-city-2002,two-woman women,Women,SILVER,GameTeam,Germany team #1,https://olympics.com/en/athletes/ulrike-holzner,Ulrike HOLZNER,Germany,DE,GER
Bobsleigh,salt-lake-city-2002,two-woman women,Women,BRONZE,GameTeam,Germany team #2,https://olympics.com/en/athletes/susi-lisa-erdmann,Susi-Lisa ERDMANN,Germany,DE,GER
Bobsleigh,salt-lake-city-2002,two-woman women,Women,BRONZE,GameTeam,Germany team #2,https://olympics.com/en/athletes/nicole-herschmann,Nicole HERSCHMANN,Germany,DE,GER
Bobsleigh,salt-lake-city-2002,two-man men,Men,GOLD,GameTeam,Germany team #1,https://olympics.com/en/athletes/christoph-langen,Christoph LANGEN,Germany,DE,GER
Bobsleigh,salt-lake-city-2002,two-man men,Men,GOLD,GameTeam,Germany team #1,https://olympics.com/en/athletes/markus-zimmermann,Markus ZIMMERMANN,Germany,DE,GER
Bobsleigh,salt-lake-city-2002,two-man men,Men,SILVER,GameTeam,Switzerland team #1,https://olympics.com/en/athletes/steve-anderhub,Steve ANDERHUB,Switzerland,CH,SUI
Bobsleigh,salt-lake-city-2002,two-man men,Men,SILVER,GameTeam,Switzerland team #1,https://olympics.com/en/athletes/christian-reich,Christian REICH,Switzerland,CH,SUI
Bobsleigh,salt-lake-city-2002,two-man men,Men,BRONZE,GameTeam,Switzerland team #2,https://olympics.com/en/athletes/martin-annen,Martin ANNEN,Switzerland,CH,SUI
Bobsleigh,salt-lake-city-2002,two-man men,Men,BRONZE,GameTeam,Switzerland team #2,https://olympics.com/en/athletes/beat-hefti,Beat HEFTI,Switzerland,CH,SUI
Canoe Slalom,sydney-2000,C2 canoe double men,Men,GOLD,GameTeam,Slovakia team,https://olympics.com/en/athletes/pavol-hochschorner,Pavol HOCHSCHORNER,Slovakia,SK,SVK
Canoe Slalom,sydney-2000,C2 canoe double men,Men,GOLD,GameTeam,Slovakia team,https://olympics.com/en/athletes/peter-hochschorner,Peter HOCHSCHORNER,Slovakia,SK,SVK
Canoe Slalom,sydney-2000,C2 canoe double men,Men,SILVER,GameTeam,Poland team #1,https://olympics.com/en/athletes/krzysztof-kolomanski,Krzysztof KOLOMANSKI,Poland,PL,POL
Canoe Slalom,sydney-2000,C2 canoe double men,Men,SILVER,GameTeam,Poland team #1,https://olympics.com/en/athletes/michal-staniszewski,Michal STANISZEWSKI,Poland,PL,POL
Canoe Slalom,sydney-2000,C2 canoe double men,Men,BRONZE,GameTeam,Czech Republic team #1,https://olympics.com/en/athletes/marek-jiras,Marek JIRAS,Czech Republic,CZ,CZE
Canoe Slalom,sydney-2000,C2 canoe double men,Men,BRONZE,GameTeam,Czech Republic team #1,https://olympics.com/en/athletes/tomas-mader,Tomas MADER,Czech Republic,CZ,CZE
Cycling Track,sydney-2000,Madison men,Men,GOLD,GameTeam,Australia team,https://olympics.com/en/athletes/scott-mcgrory,Scott MCGRORY,Australia,AU,AUS
Cycling Track,sydney-2000,Madison men,Men,GOLD,GameTeam,Australia team,https://olympics.com/en/athletes/brett-aitken,Brett AITKEN,Australia,AU,AUS
Cycling Track,sydney-2000,Madison men,Men,SILVER,GameTeam,Belgium team,https://olympics.com/en/athletes/etienne-de-wilde,Etienne DE WILDE,Belgium,BE,BEL
Cycling Track,sydney-2000,Madison men,Men,SILVER,GameTeam,Belgium team,https://olympics.com/en/athletes/matthew-gilmore,Matthew GILMORE,Belgium,BE,BEL
Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/marco-villa,Marco VILLA,Italy,IT,ITA
Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/silvio-martinello,Silvio MARTINELLO,Italy,IT,ITA
Table Tennis,sydney-2000,doubles men,Men,GOLD,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/liqin-wang,Liqin WANG,People's Republic of China,CN,CHN
Table Tennis,sydney-2000,doubles men,Men,GOLD,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/sen-yan,Sen YAN,People's Republic of China,CN,CHN
Table Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/linghui-kong,Linghui KONG,People's Republic of China,CN,CHN
Table Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/guoliang-liu,Guoliang LIU,People's Republic of China,CN,CHN
Table Tennis,sydney-2000,doubles men,Men,BRONZE,GameTeam,France team #1,https://olympics.com/en/athletes/jean-philippe-gatien,Jean-Philippe GATIEN,France,FR,FRA
Table Tennis,sydney-2000,doubles men,Men,BRONZE,GameTeam,France team #1,https://olympics.com/en/athletes/patrick-antoine-edouard-chila,Patrick Antoine Edouard CHILA,France,FR,FRA
Table Tennis,sydney-2000,doubles women,Women,GOLD,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/nan-wang-5,Nan WANG,People's Republic of China,CN,CHN
Table Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/jin-sun,Jin SUN,People's Republic of China,CN,CHN
Table Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/ying-yang-1,Ying YANG,People's Republic of China,CN,CHN
Table Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,Republic of Korea team #1,https://olympics.com/en/athletes/moo-kyo-kim,Moo-Kyo KIM,Republic of Korea,KR,KOR
Table Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,Republic of Korea team #1,https://olympics.com/en/athletes/ji-hye-ryu,Ji-Hye RYU,Republic of Korea,KR,KOR
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/ferenc-novak,Ferenc NOVAK,Hungary,HU,HUN
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/imre-pulai-1,Imre PULAI,Hungary,HU,HUN
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,SILVER,GameTeam,Poland team,https://olympics.com/en/athletes/pawel-baraszkiewicz,Pawel BARASZKIEWICZ,Poland,PL,POL
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,SILVER,GameTeam,Poland team,https://olympics.com/en/athletes/daniel-jedraszko,Daniel JEDRASZKO,Poland,PL,POL
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,BRONZE,GameTeam,Romania team,https://olympics.com/en/athletes/florin-popescu,Florin POPESCU,Romania,RO,ROU
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,BRONZE,GameTeam,Romania team,https://olympics.com/en/athletes/mitica-pricop,Mitica PRICOP,Romania,RO,ROU
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/beniamino-bonomi,Beniamino BONOMI,Italy,IT,ITA
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,SILVER,GameTeam,Sweden team,https://olympics.com/en/athletes/henrik-nilsson-1,Henrik NILSSON,Sweden,SE,SWE
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,SILVER,GameTeam,Sweden team,https://olympics.com/en/athletes/markus-oscarsson,Markus OSCARSSON,Sweden,SE,SWE
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/krisztian-bartfai,Krisztian BARTFAI,Hungary,HU,HUN
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/krisztian-vereb,Krisztian VEREB,Hungary,HU,HUN
Canoe Sprint,sydney-2000,K2 500m kayak double women,Women,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/birgit-fischer,Birgit FISCHER,Germany,DE,GER
Canoe Sprint,sydney-2000,K2 500m kayak double women,Women,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/katrin-wagner,Katrin WAGNER,Germany,DE,GER
Canoe Sprint,sydney-2000,K2 500m kayak double women,Women,SILVER,GameTeam,Hungary team,https://olympics.com/en/athletes/katalin-kovacs,Katalin KOVACS,Hungary,HU,HUN
Canoe Sprint,sydney-2000,K2 500m kayak double women,Women,SILVER,GameTeam,Hungary team,https://olympics.com/en/athletes/szilvia-szabo,Szilvia SZABO,Hungary,HU,HUN
Canoe Sprint,sydney-2000,K2 500m kayak double women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/beata-sokolowska-kulesza,Beata SOKOLOWSKA KULESZA,Poland,PL,POL
Canoe Sprint,sydney-2000,K2 500m kayak double women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/aneta-konieczna,Aneta KONIECZNA,Poland,PL,POL
Canoe Sprint,sydney-2000,K2 500m kayak double men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/zoltan-kammerer,Zoltan KAMMERER,Hungary,HU,HUN
Canoe Sprint,sydney-2000,K2 500m kayak double men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/botond-storcz,Botond STORCZ,Hungary,HU,HUN
Canoe Sprint,sydney-2000,K2 500m kayak double men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/andrew-lawrence-trim,Andrew Lawrence TRIM,Australia,AU,AUS
Canoe Sprint,sydney-2000,K2 500m kayak double men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/daniel-collins,Daniel COLLINS,Australia,AU,AUS
Canoe Sprint,sydney-2000,K2 500m kayak double men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/ronald-rauhe,Ronald RAUHE,Germany,DE,GER
Canoe Sprint,sydney-2000,K2 500m kayak double men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/tim-wieskotter,Tim WIESKOTTER,Germany,DE,GER
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/florin-popescu,Florin POPESCU,Romania,RO,ROU
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/mitica-pricop,Mitica PRICOP,Romania,RO,ROU
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,SILVER,GameTeam,Cuba team,https://olympics.com/en/athletes/leobaldo-pereira,Leobaldo PEREIRA,Cuba,CU,CUB
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,SILVER,GameTeam,Cuba team,https://olympics.com/en/athletes/ibrahim-rojas-blanco,Ibrahim ROJAS BLANCO,Cuba,CU,CUB
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/lars-kober,Lars KOBER,Germany,DE,GER
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/stefan-utess,Stefan UTESS,Germany,DE,GER
Badminton,sydney-2000,doubles men,Men,GOLD,GameTeam,Indonesia team,https://olympics.com/en/athletes/candra-wijaya,Candra WIJAYA,Indonesia,ID,INA
Badminton,sydney-2000,doubles men,Men,GOLD,GameTeam,Indonesia team,https://olympics.com/en/athletes/tony-gunawan,Tony GUNAWAN,Indonesia,ID,INA
Badminton,sydney-2000,doubles men,Men,SILVER,GameTeam,Republic of Korea team #1,https://olympics.com/en/athletes/dong-soo-lee,Dong Soo LEE,Republic of Korea,KR,KOR
Badminton,sydney-2000,doubles men,Men,BRONZE,GameTeam,Republic of Korea team #2,https://olympics.com/en/athletes/tae-kwon-ha,Tae-Kwon HA,Republic of Korea,KR,KOR
Badminton,sydney-2000,doubles men,Men,BRONZE,GameTeam,Republic of Korea team #2,https://olympics.com/en/athletes/dong-moon-kim,Dong Moon KIM,Republic of Korea,KR,KOR
Badminton,sydney-2000,doubles women,Women,GOLD,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/fei-ge,Fei GE,People's Republic of China,CN,CHN
Badminton,sydney-2000,doubles women,Women,GOLD,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/jun-gu,Jun GU,People's Republic of China,CN,CHN
Badminton,sydney-2000,doubles women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/nanyan-huang,Nanyan HUANG,People's Republic of China,CN,CHN
Badminton,sydney-2000,doubles women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/wei-yang-1,Wei YANG,People's Republic of China,CN,CHN
Badminton,sydney-2000,doubles women,Women,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/ling-gao,Ling GAO,People's Republic of China,CN,CHN
Badminton,sydney-2000,doubles women,Women,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/yiyuan-qin,Yiyuan QIN,People's Republic of China,CN,CHN
Badminton,sydney-2000,Doubles mixed,Mixed,GOLD,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/ling-gao,Ling GAO,People's Republic of China,CN,CHN
Badminton,sydney-2000,Doubles mixed,Mixed,GOLD,GameTeam,People's Republic of China team #2,https://olympics.com/en/athletes/jun-zhang,Jun ZHANG,People's Republic of China,CN,CHN
Badminton,sydney-2000,Doubles mixed,Mixed,SILVER,GameTeam,Indonesia team #1,https://olympics.com/en/athletes/minarti-timur,Minarti TIMUR,Indonesia,ID,INA
Badminton,sydney-2000,Doubles mixed,Mixed,SILVER,GameTeam,Indonesia team #1,https://olympics.com/en/athletes/trikus-heryanto,Trikus HERYANTO,Indonesia,ID,INA
Badminton,sydney-2000,Doubles mixed,Mixed,BRONZE,GameTeam,Great Britain team #2,https://olympics.com/en/athletes/joanne-goode,Joanne GOODE,Great Britain,GB,GBR
Badminton,sydney-2000,Doubles mixed,Mixed,BRONZE,GameTeam,Great Britain team #2,https://olympics.com/en/athletes/simon-archer,Simon ARCHER,Great Britain,GB,GBR
Beach Volleyball,sydney-2000,Beach volleyball women,Women,GOLD,GameTeam,Australia team #1,https://olympics.com/en/athletes/natalie-cook,Natalie COOK,Australia,AU,AUS
Beach Volleyball,sydney-2000,Beach volleyball women,Women,GOLD,GameTeam,Australia team #1,https://olympics.com/en/athletes/kerri-pottharst,Kerri POTTHARST,Australia,AU,AUS
Beach Volleyball,sydney-2000,Beach volleyball women,Women,SILVER,GameTeam,Brazil team #1,https://olympics.com/en/athletes/adriana-behar,Adriana BEHAR,Brazil,BR,BRA
Beach Volleyball,sydney-2000,Beach volleyball women,Women,BRONZE,GameTeam,Brazil team #2,https://olympics.com/en/athletes/adriana-samuel-ramos,Adriana SAMUEL RAMOS,Brazil,BR,BRA
Beach Volleyball,sydney-2000,Beach volleyball men,Men,GOLD,GameTeam,United States team #1,https://olympics.com/en/athletes/dain-blanton,Dain BLANTON,United States of America,US,USA
Beach Volleyball,sydney-2000,Beach volleyball men,Men,GOLD,GameTeam,United States team #1,https://olympics.com/en/athletes/eric-fonoimoana,Eric FONOIMOANA,United States of America,US,USA
Beach Volleyball,sydney-2000,Beach volleyball men,Men,SILVER,GameTeam,Brazil team #1,https://olympics.com/en/athletes/ricardo,RICARDO ,Brazil,BR,BRA
Beach Volleyball,sydney-2000,Beach volleyball men,Men,BRONZE,GameTeam,Germany team #1,https://olympics.com/en/athletes/jorg-ahmann,Jörg AHMANN,Germany,DE,GER
Beach Volleyball,sydney-2000,Beach volleyball men,Men,BRONZE,GameTeam,Germany team #1,https://olympics.com/en/athletes/axel-hager,Axel HAGER,Germany,DE,GER
Diving,sydney-2000,synchronized diving 3m springboard women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/vera-ilyina,Vera ILYINA,Russian Federation,RU,RUS
Diving,sydney-2000,synchronized diving 3m springboard women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/ioulia-pakhalina,Ioulia PAKHALINA,Russian Federation,RU,RUS
Diving,sydney-2000,synchronized diving 3m springboard women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/jingjing-guo,Jingjing GUO,People's Republic of China,CN,CHN
Diving,sydney-2000,synchronized diving 3m springboard women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/mingxia-fu,Mingxia FU,People's Republic of China,CN,CHN
Diving,sydney-2000,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Ukraine team,https://olympics.com/en/athletes/ganna-sorokina,Ganna SOROKINA,Ukraine,UA,UKR
Diving,sydney-2000,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Ukraine team,https://olympics.com/en/athletes/olena-zhupina,Olena ZHUPINA,Ukraine,UA,UKR
Diving,sydney-2000,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/xue-sang,Xue SANG,People's Republic of China,CN,CHN
Diving,sydney-2000,synchronized diving 10m platform women,Women,SILVER,GameTeam,Canada team,https://olympics.com/en/athletes/emilie-heymans,Emilie HEYMANS,Canada,CA,CAN
Diving,sydney-2000,synchronized diving 10m platform women,Women,SILVER,GameTeam,Canada team,https://olympics.com/en/athletes/anne-katherine-montminy,Anne Katherine MONTMINY,Canada,CA,CAN
Diving,sydney-2000,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/rebecca-gilmore,Rebecca GILMORE,Australia,AU,AUS
Diving,sydney-2000,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/loudy-tourky,Loudy TOURKY,Australia,AU,AUS
Diving,sydney-2000,synchronized diving 3m springboard men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/hailiang-xiao,Hailiang XIAO,People's Republic of China,CN,CHN
Diving,sydney-2000,synchronized diving 3m springboard men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/ni-xiong,Ni XIONG,People's Republic of China,CN,CHN
Diving,sydney-2000,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/aleksandr-dobroskok,Aleksandr DOBROSKOK,Russian Federation,RU,RUS
Diving,sydney-2000,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/dmitry-sautin,Dmitry SAUTIN,Russian Federation,RU,RUS
Diving,sydney-2000,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/robert-newbery,Robert NEWBERY,Australia,AU,AUS
Diving,sydney-2000,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/dean-pullar,Dean PULLAR,Australia,AU,AUS
Diving,sydney-2000,synchronized diving 10m platform men,Men,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/dmitry-sautin,Dmitry SAUTIN,Russian Federation,RU,RUS
Diving,sydney-2000,synchronized diving 10m platform men,Men,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/igor-loukachine,Igor LOUKACHINE,Russian Federation,RU,RUS
Diving,sydney-2000,synchronized diving 10m platform men,Men,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/liang-tian-1,Liang TIAN,People's Republic of China,CN,CHN
Diving,sydney-2000,synchronized diving 10m platform men,Men,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/jia-hu,Jia HU,People's Republic of China,CN,CHN
Diving,sydney-2000,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/jan-hempel,Jan HEMPEL,Germany,DE,GER
Diving,sydney-2000,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/heiko-meyer,Heiko MEYER,Germany,DE,GER
Rowing,sydney-2000,lightweight double sculls 2x women,Women,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/constanta-burcica,Constanta BURCICA,Romania,RO,ROU
Rowing,sydney-2000,lightweight double sculls 2x women,Women,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/angela-alupei,Angela ALUPEI,Romania,RO,ROU
Rowing,sydney-2000,lightweight double sculls 2x women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/valerie-viehoff,Valerie VIEHOFF,Germany,DE,GER
Rowing,sydney-2000,lightweight double sculls 2x women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/claudia-blasberg,Claudia BLASBERG,Germany,DE,GER
Rowing,sydney-2000,lightweight double sculls 2x women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/christine-collins,Christine COLLINS,United States of America,US,USA
Rowing,sydney-2000,lightweight double sculls 2x women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/sarah-garner,Sarah GARNER,United States of America,US,USA
Rowing,sydney-2000,pair without coxswain 2 women,Women,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/georgeta-andrunache,Georgeta ANDRUNACHE,Romania,RO,ROU
Rowing,sydney-2000,pair without coxswain 2 women,Women,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/doina-ignat,Doina IGNAT,Romania,RO,ROU
Rowing,sydney-2000,pair without coxswain 2 women,Women,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/rachael-taylor,Rachael TAYLOR,Australia,AU,AUS
Rowing,sydney-2000,pair without coxswain 2 women,Women,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/kate-elizabeth-slatter,Kate Elizabeth SLATTER,Australia,AU,AUS
Rowing,sydney-2000,pair without coxswain 2 women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/missy-schwen,Missy SCHWEN,United States of America,US,USA
Rowing,sydney-2000,pair without coxswain 2 women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/karen-kraft,Karen KRAFT,United States of America,US,USA
Rowing,sydney-2000,pair without coxswain 2 men,Men,GOLD,GameTeam,France team,https://olympics.com/en/athletes/michel-andrieux,Michel ANDRIEUX,France,FR,FRA
Rowing,sydney-2000,pair without coxswain 2 men,Men,GOLD,GameTeam,France team,https://olympics.com/en/athletes/jean-christophe-rolland,Jean Christophe ROLLAND,France,FR,FRA
Rowing,sydney-2000,pair without coxswain 2 men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/edward-murphy-1,Edward MURPHY,United States of America,US,USA
Rowing,sydney-2000,pair without coxswain 2 men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/sebastian-bea,Sebastian BEA,United States of America,US,USA
Rowing,sydney-2000,pair without coxswain 2 men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/matthew-long,Matthew LONG,Australia,AU,AUS
Rowing,sydney-2000,pair without coxswain 2 men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/james-tomkins,James TOMKINS,Australia,AU,AUS
Rowing,sydney-2000,double sculls 2x men,Men,GOLD,GameTeam,Slovenia team,https://olympics.com/en/athletes/luka-spik,Luka SPIK,Slovenia,SI,SLO
Rowing,sydney-2000,double sculls 2x men,Men,GOLD,GameTeam,Slovenia team,https://olympics.com/en/athletes/iztok-cop,Iztok COP,Slovenia,SI,SLO
Rowing,sydney-2000,double sculls 2x men,Men,SILVER,GameTeam,Norway team,https://olympics.com/en/athletes/olaf-tufte,Olaf TUFTE,Norway,NO,NOR
Rowing,sydney-2000,double sculls 2x men,Men,SILVER,GameTeam,Norway team,https://olympics.com/en/athletes/fredrik-bekken,Fredrik BEKKEN,Norway,NO,NOR
Rowing,sydney-2000,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/giovanni-calabrese,Giovanni CALABRESE,Italy,IT,ITA
Rowing,sydney-2000,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/nicola-sartori,Nicola SARTORI,Italy,IT,ITA
Rowing,sydney-2000,lightweight double sculls 2x men,Men,GOLD,GameTeam,Poland team,https://olympics.com/en/athletes/tomasz-kucharski,Tomasz KUCHARSKI,Poland,PL,POL
Rowing,sydney-2000,lightweight double sculls 2x men,Men,GOLD,GameTeam,Poland team,https://olympics.com/en/athletes/robert-sycz,Robert SYCZ,Poland,PL,POL
Rowing,sydney-2000,lightweight double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/elia-luini,Elia LUINI,Italy,IT,ITA
Rowing,sydney-2000,lightweight double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/leonardo-pettinari,Leonardo PETTINARI,Italy,IT,ITA
Rowing,sydney-2000,lightweight double sculls 2x men,Men,BRONZE,GameTeam,France team,https://olympics.com/en/athletes/pascal-touron,Pascal TOURON,France,FR,FRA
Rowing,sydney-2000,lightweight double sculls 2x men,Men,BRONZE,GameTeam,France team,https://olympics.com/en/athletes/thibaud-chapelle,Thibaud CHAPELLE,France,FR,FRA
Rowing,sydney-2000,double sculls 2x women,Women,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/jana-thieme,Jana THIEME,Germany,DE,GER
Rowing,sydney-2000,double sculls 2x women,Women,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/kathrin-boron,Kathrin BORON,Germany,DE,GER
Rowing,sydney-2000,double sculls 2x women,Women,SILVER,GameTeam,Netherlands team,https://olympics.com/en/athletes/pieta-van-dishoeck,Pieta VAN DISHOECK,Netherlands,NL,NED
Rowing,sydney-2000,double sculls 2x women,Women,SILVER,GameTeam,Netherlands team,https://olympics.com/en/athletes/eeke-van-nes,Eeke VAN NES,Netherlands,NL,NED
