discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/stefania-constantini,Stefania CONSTANTINI,Italy,IT,ITA
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/amos-mosaner,Amos MOSANER,Italy,IT,ITA
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,https://olympics.com/en/athletes/kristin-skaslien,Kristin SKASLIEN,Norway,NO,NOR
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,https://olympics.com/en/athletes/magnus-nedregotten,Magnus NEDREGOTTEN,Norway,NO,NOR
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,https://olympics.com/en/athletes/almida-de-val,Almida DE VAL,Sweden,SE,SWE
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,https://olympics.com/en/athletes/oskar-eriksson,Oskar ERIKSSON,Sweden,SE,SWE
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,https://olympics.com/en/athletes/nick-baumgartner,Nick BAUMGARTNER,United States of America,US,USA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,US,USA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,IT,ITA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,https://olympics.com/en/athletes/michela-moioli,Michela MOIOLI,Italy,IT,ITA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,CA,CAN
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,CA,CAN
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/mark-kondratiuk,Mark KONDRATIUK,ROC,ROC,ROC
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/kamila-valieva,Kamila VALIEVA,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,https://olympics.com/en/athletes/wenjing-sui,Wenjing SUI,People's Republic of China,CN,CHN
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,https://olympics.com/en/athletes/cong-han,Cong HAN,People's Republic of China,CN,CHN
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,https://olympics.com/en/athletes/tarasova,Evgenia TARASOVA,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,https://olympics.com/en/athletes/morozov,Vladimir MOROZOV,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,https://olympics.com/en/athletes/anastasia-mishina,Anastasia MISHINA,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,https://olympics.com/en/athletes/aleksandr-galliamov,Aleksandr GALLIAMOV,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,https://olympics.com/en/athletes/gabriella-papadakis,Gabriella PAPADAKIS,France,FR,FRA
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,https://olympics.com/en/athletes/guillaume-cizeron,Guillaume CIZERON,France,FR,FRA
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,https://olympics.com/en/athletes/victoria-sinitsina,Victoria SINITSINA,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,https://olympics.com/en/athletes/nikita-katsalapov,Nikita KATSALAPOV,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,https://olympics.com/en/athletes/madison-hubbell,Madison HUBBELL,United States of America,US,USA
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,https://olympics.com/en/athletes/donohue,Zachary DONOHUE,United States of America,US,USA
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,https://olympics.com/en/athletes/tobias-wendl,Tobias WENDL,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,https://olympics.com/en/athletes/tobias-arlt,Tobias ARLT,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,https://olympics.com/en/athletes/toni-eggert,Toni EGGERT,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,https://olympics.com/en/athletes/sascha-benecken,Sascha BENECKEN,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,https://olympics.com/en/athletes/thomas-steu,Thomas STEU,Austria,AT,AUT
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,https://olympics.com/en/athletes/lorenz-koller,Lorenz KOLLER,Austria,AT,AUT
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/hennig,Katharina HENNIG,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/victoria-carl,Victoria CARL,Germany,DE,GER
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Sweden,https://olympics.com/en/athletes/maja-dahlqvist,Maja DAHLQVIST,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,SILVER,GameTeam,Sweden,https://olympics.com/en/athletes/jonna-sundling,Jonna SUNDLING,Sweden,SE,SWE
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/belorukova,Yulia STUPAK,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Women's Team Sprint Classic,Women,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/nepryaeva,Natalia NEPRYAEVA,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Norway,https://olympics.com/en/athletes/erik-valnes,Erik VALNES,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,GOLD,GameTeam,Norway,https://olympics.com/en/athletes/klaebo,Johannes Hoesflot KLAEBO,Norway,NO,NOR
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Finland,https://olympics.com/en/athletes/iivo-niskanen,Iivo NISKANEN,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,SILVER,GameTeam,Finland,https://olympics.com/en/athletes/joni-maeki,Joni MAEKI,Finland,FI,FIN
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/bolshunov,Alexander BOLSHUNOV,ROC,ROC,ROC
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/alexander-terentev,Alexander TERENTEV,ROC,ROC,ROC
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/francesco-friedrich,Francesco FRIEDRICH,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/thorsten-margis,Thorsten MARGIS,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/johannes-lochner,Johannes LOCHNER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/florian-bauer,Florian BAUER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/christoph-hafer,Christoph HAFER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/matthias-sommer,Matthias SOMMER,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/laura-nolte,Laura NOLTE,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/deborah-levi,Deborah LEVI,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/mariama-jamanka,Mariama JAMANKA,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/alexandra-burghardt,Alexandra BURGHARDT,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/elana-meyers-taylor,Elana MEYERS TAYLOR,United States of America,US,USA
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/sylvia-hoffman,Sylvia HOFFMAN,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,https://olympics.com/en/athletes/fatima-galvez,Fatima GALVEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,https://olympics.com/en/athletes/alberto-fernandez-1,Alberto FERNANDEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,https://olympics.com/en/athletes/alessandra-perilli,Alessandra PERILLI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,https://olympics.com/en/athletes/gian-marco-berti,Gian Marco BERTI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/madelynn-ann-bernau,Madelynn Ann BERNAU,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/brian-burrows,Brian BURROWS,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/qian-yang,Qian YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/haoran-yang,Haoran YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,https://olympics.com/en/athletes/mary-carolynn-tucker,Mary Carolynn TUCKER,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,https://olympics.com/en/athletes/lucas-kozeniesky,Lucas KOZENIESKY,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,ROC 2,https://olympics.com/en/athletes/yulia-karimova,Yulia KARIMOVA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,ROC 2,https://olympics.com/en/athletes/sergey-kamenskiy,Sergey KAMENSKIY,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/ranxin-jiang,Ranxin JIANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/wei-pang,Wei PANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,https://olympics.com/en/athletes/vitalina-batsarashkina,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,https://olympics.com/en/athletes/artem-chernousov,Artem CHERNOUSOV,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,https://olympics.com/en/athletes/olena-kostevych,Olena KOSTEVYCH,Ukraine,UA,UKR
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,https://olympics.com/en/athletes/oleh-omelchuk,Oleh OMELCHUK,Ukraine,UA,UKR
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,https://olympics.com/en/athletes/zongyuan-wang,Zongyuan WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,https://olympics.com/en/athletes/siyi-xie,Siyi XIE,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,https://olympics.com/en/athletes/andrew-capobianco,Andrew CAPOBIANCO,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,https://olympics.com/en/athletes/mike-hixon,Mike HIXON,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/patrick-hausding,Patrick HAUSDING,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/lars-rudiger,Lars RUDIGER,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/tingmao-shi,Tingmao SHI,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/han-wang,Han WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,https://olympics.com/en/athletes/jennifer-abel,Jennifer ABEL,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,https://olympics.com/en/athletes/melissa-citrini-beaulieu,Melissa CITRINI BEAULIEU,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/lena-hentschel,Lena HENTSCHEL,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/tina-punzel,Tina PUNZEL,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/thomas-daley,Thomas DALEY,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/matty-lee,Matty LEE,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/yuan-cao,Yuan CAO,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/aisen-chen,Aisen CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/aleksandr-bondar,Aleksandr BONDAR,ROC,ROC,ROC
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/viktor-minibaev,Viktor MINIBAEV,ROC,ROC,ROC
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/yuxi-chen,Yuxi CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/jiaqi-zhang,Jiaqi ZHANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,https://olympics.com/en/athletes/jessica-parratto,Jessica PARRATTO,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,https://olympics.com/en/athletes/delaney-schnell,Delaney SCHNELL,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Mexico,https://olympics.com/en/athletes/gabriela-belem-agundez-garcia,Gabriela Belem AGUNDEZ GARCIA,Mexico,MX,MEX
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Mexico,https://olympics.com/en/athletes/alejandra-orozco,Alejandra OROZCO,Mexico,MX,MEX
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Cuba,https://olympics.com/en/athletes/serguey-torres,Serguey TORRES,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Cuba,https://olympics.com/en/athletes/fernando-dayan-jorge,Fernando Dayan JORGE,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/hao-liu-x6188,Hao LIU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/pengfei-zheng,Pengfei ZHENG,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/sebastian-brendel,Sebastian BRENDEL,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/tim-hecker,Tim HECKER,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Australia,https://olympics.com/en/athletes/jean-van-der-westhuyzen,Jean VAN DER WESTHUYZEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Australia,https://olympics.com/en/athletes/thomas-green,Thomas GREEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/max-hoff,Max HOFF,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/jacob-schopf,Jacob SCHOPF,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Czech Republic,https://olympics.com/en/athletes/josef-dostal,Josef DOSTAL,Czech Republic,CZ,CZE
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Czech Republic,https://olympics.com/en/athletes/radek-slouf,Radek SLOUF,Czech Republic,CZ,CZE
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,People's Republic of China,https://olympics.com/en/athletes/shixiao-xu,Shixiao XU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,People's Republic of China,https://olympics.com/en/athletes/mengya-sun,Mengya SUN,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Ukraine,https://olympics.com/en/athletes/liudmyla-luzan,Liudmyla LUZAN,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Ukraine,https://olympics.com/en/athletes/anastasiia-chetverikova,Anastasiia CHETVERIKOVA,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Canada,https://olympics.com/en/athletes/laurence-vincent-lapointe,Laurence VINCENT-LAPOINTE,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Canada,https://olympics.com/en/athletes/katie-vincent,Katie VINCENT,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,New Zealand,https://olympics.com/en/athletes/lisa-carrington,Lisa CARRINGTON,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,New Zealand,https://olympics.com/en/athletes/caitlin-ryan,Caitlin RYAN,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Poland,https://olympics.com/en/athletes/karolina-naja,Karolina NAJA,Poland,PL,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Poland,https://olympics.com/en/athletes/anna-pulawska,Anna PULAWSKA,Poland,PL,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Hungary,https://olympics.com/en/athletes/danuta-kozak,Danuta KOZAK,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Hungary,https://olympics.com/en/athletes/dora-bodonyi,Dora BODONYI,Hungary,HU,HUN
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/svetlana-kolesnichenko,Svetlana KOLESNICHENKO,ROC,ROC,ROC
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/svetlana-romashina,Svetlana ROMASHINA,ROC,ROC,ROC
Artistic Swimming,tokyo-2020,Duet,Women,SILVER,GameTeam,China,https://olympics.com/en/athletes/xuechen-huang,Xuechen HUANG,People's Republic of China,CN,CHN
Artistic Swimming,tokyo-2020,Duet,Women,SILVER,GameTeam,China,https://olympics.com/en/athletes/wenyan-sun,Wenyan SUN,People's Republic of China,CN,CHN
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,Ukraine,https://olympics.com/en/athletes/marta-fiedina,Marta FIEDINA,Ukraine,UA,UKR
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,Ukraine,https://olympics.com/en/athletes/anastasiya-savchuk,Anastasiya SAVCHUK,Ukraine,UA,UKR
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,MIZUTANI Jun / ITO Mima,https://olympics.com/en/athletes/jun-mizutani,Jun MIZUTANI,Japan,JP,JPN
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,MIZUTANI Jun / ITO Mima,https://olympics.com/en/athletes/mima-ito,Mima ITO,Japan,JP,JPN
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,XU Xin / LIU Shiwen,https://olympics.com/en/athletes/xin-xu,Xin XU,People's Republic of China,CN,CHN
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,XU Xin / LIU Shiwen,https://olympics.com/en/athletes/shiwen-liu,Shiwen LIU,People's Republic of China,CN,CHN
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,LIN Yun Ju / CHENG I Ching,https://olympics.com/en/athletes/yun-ju-lin,Yun Ju LIN,Chinese Taipei,TW,TPE
Table Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,LIN Yun Ju / CHENG I Ching,https://olympics.com/en/athletes/i-ching-cheng,I-Ching CHENG,Chinese Taipei,TW,TPE
Cycling Track,tokyo-2020,Women's Team Sprint,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/shanju-bao,Shanju BAO,People's Republic of China,CN,CHN
Cycling Track,tokyo-2020,Women's Team Sprint,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/tianshi-zhong,Tianshi ZHONG,People's Republic of China,CN,CHN
Cycling Track,tokyo-2020,Women's Team Sprint,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/lea-sophie-friedrich,Lea Sophie FRIEDRICH,Germany,DE,GER
Cycling Track,tokyo-2020,Women's Team Sprint,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/emma-hinze,Emma HINZE,Germany,DE,GER
Cycling Track,tokyo-2020,Women's Team Sprint,Women,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/daria-shmeleva,Daria SHMELEVA,ROC,ROC,ROC
Cycling Track,tokyo-2020,Women's Team Sprint,Women,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/anastasiia-voinova,Anastasiia VOINOVA,ROC,ROC,ROC
Cycling Track,tokyo-2020,Men's Madison,Men,GOLD,GameTeam,Denmark,https://olympics.com/en/athletes/lasse-norman-hansen,Lasse Norman HANSEN,Denmark,DK,DEN
Cycling Track,tokyo-2020,Men's Madison,Men,GOLD,GameTeam,Denmark,https://olympics.com/en/athletes/michael-morkov,Michael MORKOV,Denmark,DK,DEN
Cycling Track,tokyo-2020,Men's Madison,Men,SILVER,GameTeam,Great Britain,https://olympics.com/en/athletes/ethan-hayter,Ethan HAYTER,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Madison,Men,SILVER,GameTeam,Great Britain,https://olympics.com/en/athletes/matthew-walls,Matthew WALLS,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Men's Madison,Men,BRONZE,GameTeam,France,https://olympics.com/en/athletes/benjamin-thomas,Benjamin THOMAS,France,FR,FRA
Cycling Track,tokyo-2020,Men's Madison,Men,BRONZE,GameTeam,France,https://olympics.com/en/athletes/donavan-grondin,Donavan GRONDIN,France,FR,FRA
Cycling Track,tokyo-2020,Women's Madison,Women,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/katie-archibald,Katie ARCHIBALD,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Women's Madison,Women,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/laura-kenny,Laura KENNY,Great Britain,GB,GBR
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,Denmark,https://olympics.com/en/athletes/amalie-dideriksen,Amalie DIDERIKSEN,Denmark,DK,DEN
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,Denmark,https://olympics.com/en/athletes/julie-leth,Julie LETH,Denmark,DK,DEN
